Sum of Sales	Year	Quarter	Month	Day	forecastValue	confidenceHighBound	confidenceLowBound	Earliest Date							
"$2,384.00 "	2017	Qtr 3	September	25				9/25/2017 0:00							
"$2,698.17 "	2017	Qtr 3	September	26				9/26/2017 0:00							
"$1,992.99 "	2017	Qtr 3	September	27				9/27/2017 0:00							
$99.14 	2017	Qtr 3	September	28				9/28/2017 0:00							
"$1,271.55 "	2017	Qtr 3	September	29				9/29/2017 0:00							
$525.88 	2017	Qtr 3	September	30				9/30/2017 0:00							
$174.75 	2017	Qtr 4	October	1				10/1/2017 0:00							
"$7,879.73 "	2017	Qtr 4	October	3				10/3/2017 0:00							
$950.59 	2017	Qtr 4	October	4				10/4/2017 0:00							
$763.02 	2017	Qtr 4	October	5				10/5/2017 0:00							
"$1,412.40 "	2017	Qtr 4	October	6				10/6/2017 0:00							
$895.90 	2017	Qtr 4	October	7				10/7/2017 0:00							
"$2,094.32 "	2017	Qtr 4	October	9				10/9/2017 0:00							
$252.36 	2017	Qtr 4	October	10				10/10/2017 0:00							
"$4,723.48 "	2017	Qtr 4	October	11				10/11/2017 0:00							
"$3,453.23 "	2017	Qtr 4	October	12				10/12/2017 0:00							
"$1,650.62 "	2017	Qtr 4	October	13				10/13/2017 0:00							
"$3,335.89 "	2017	Qtr 4	October	14				10/14/2017 0:00							
"$1,620.15 "	2017	Qtr 4	October	15				10/15/2017 0:00							
$142.18 	2017	Qtr 4	October	16				10/16/2017 0:00							
"$2,953.35 "	2017	Qtr 4	October	17				10/17/2017 0:00							
$307.92 	2017	Qtr 4	October	18				10/18/2017 0:00							
$946.17 	2017	Qtr 4	October	20				10/20/2017 0:00							
"$7,877.27 "	2017	Qtr 4	October	21				10/21/2017 0:00							
$188.28 	2017	Qtr 4	October	22				10/22/2017 0:00							
$467.42 	2017	Qtr 4	October	23				10/23/2017 0:00							
"$1,365.50 "	2017	Qtr 4	October	24				10/24/2017 0:00							
$783.96 	2017	Qtr 4	October	25				10/25/2017 0:00							
$978.79 	2017	Qtr 4	October	27				10/27/2017 0:00							
"$2,899.02 "	2017	Qtr 4	October	28				10/28/2017 0:00							
$131.15 	2017	Qtr 4	October	29				10/29/2017 0:00							
$159.00 	2017	Qtr 4	October	30				10/30/2017 0:00							
"$3,750.50 "	2017	Qtr 4	October	31				10/31/2017 0:00							
$149.44 	2017	Qtr 4	November	1				11/1/2017 0:00							
$69.93 	2017	Qtr 4	November	2				11/2/2017 0:00							
$896.02 	2017	Qtr 4	November	3				11/3/2017 0:00							
$5.98 	2017	Qtr 4	November	5				11/5/2017 0:00							
"$1,623.42 "	2017	Qtr 4	November	6				11/6/2017 0:00							
$151.82 	2017	Qtr 4	November	8				11/8/2017 0:00							
"$6,402.02 "	2017	Qtr 4	November	9				11/9/2017 0:00							
$33.06 	2017	Qtr 4	November	10				11/10/2017 0:00							
"$4,944.30 "	2017	Qtr 4	November	11				11/11/2017 0:00							
"$6,102.25 "	2017	Qtr 4	November	12				11/12/2017 0:00							
"$2,945.14 "	2017	Qtr 4	November	13				11/13/2017 0:00							
"$2,774.06 "	2017	Qtr 4	November	14				11/14/2017 0:00							
"$2,145.72 "	2017	Qtr 4	November	15				11/15/2017 0:00							
$36.72 	2017	Qtr 4	November	16				11/16/2017 0:00							
$142.68 	2017	Qtr 4	November	17				11/17/2017 0:00							
"$3,958.93 "	2017	Qtr 4	November	18				11/18/2017 0:00							
$638.46 	2017	Qtr 4	November	19				11/19/2017 0:00							
"$3,070.33 "	2017	Qtr 4	November	20				11/20/2017 0:00							
"$1,176.89 "	2017	Qtr 4	November	21				11/21/2017 0:00							
$317.04 	2017	Qtr 4	November	22				11/22/2017 0:00							
$100.62 	2017	Qtr 4	November	23				11/23/2017 0:00							
"$6,394.54 "	2017	Qtr 4	November	24				11/24/2017 0:00							
"$7,978.55 "	2017	Qtr 4	November	25				11/25/2017 0:00							
"$8,329.74 "	2017	Qtr 4	November	26				11/26/2017 0:00							
"$1,305.77 "	2017	Qtr 4	November	27				11/27/2017 0:00							
"$3,428.37 "	2017	Qtr 4	November	28				11/28/2017 0:00							
$300.59 	2017	Qtr 4	November	29				11/29/2017 0:00							
$970.14 	2017	Qtr 4	November	30				11/30/2017 0:00							
"$1,366.04 "	2017	Qtr 4	December	2				12/2/2017 0:00							
"$1,694.64 "	2017	Qtr 4	December	3				12/3/2017 0:00							
"$1,542.53 "	2017	Qtr 4	December	4				12/4/2017 0:00							
$918.88 	2017	Qtr 4	December	5				12/5/2017 0:00							
"$2,962.56 "	2017	Qtr 4	December	6				12/6/2017 0:00							
$95.76 	2017	Qtr 4	December	7				12/7/2017 0:00							
"$3,951.96 "	2017	Qtr 4	December	8				12/8/2017 0:00							
"$2,043.79 "	2017	Qtr 4	December	9				12/9/2017 0:00							
"$4,914.94 "	2017	Qtr 4	December	11				12/11/2017 0:00							
"$1,874.05 "	2017	Qtr 4	December	12				12/12/2017 0:00							
"$1,194.09 "	2017	Qtr 4	December	13				12/13/2017 0:00							
$828.65 	2017	Qtr 4	December	14				12/14/2017 0:00							
"$2,637.09 "	2017	Qtr 4	December	15				12/15/2017 0:00							
$628.54 	2017	Qtr 4	December	16				12/16/2017 0:00							
"$12,185.13 "	2017	Qtr 4	December	17				12/17/2017 0:00							
"$7,051.35 "	2017	Qtr 4	December	18				12/18/2017 0:00							
$815.11 	2017	Qtr 4	December	19				12/19/2017 0:00							
$134.54 	2017	Qtr 4	December	20				12/20/2017 0:00							
"$1,043.13 "	2017	Qtr 4	December	22				12/22/2017 0:00							
"$6,965.86 "	2017	Qtr 4	December	23				12/23/2017 0:00							
"$1,938.26 "	2017	Qtr 4	December	24				12/24/2017 0:00							
"$10,488.06 "	2017	Qtr 4	December	25				12/25/2017 0:00							
"$1,829.42 "	2017	Qtr 4	December	26				12/26/2017 0:00							
$959.49 	2017	Qtr 4	December	27				12/27/2017 0:00							
"$1,277.68 "	2017	Qtr 4	December	29				12/29/2017 0:00							
$773.77 	2017	Qtr 4	December	30				12/30/2017 0:00							
$731.77 	2017	Qtr 4	December	31				12/31/2017 0:00							
"$1,481.83 "	2018	Qtr 1	January	1				1/1/2018 0:00							
"$5,972.99 "	2018	Qtr 1	January	4				1/4/2018 0:00							
"$4,108.37 "	2018	Qtr 1	January	5				1/5/2018 0:00							
$586.04 	2018	Qtr 1	January	6				1/6/2018 0:00							
$639.83 	2018	Qtr 1	January	7				1/7/2018 0:00							
"$2,085.65 "	2018	Qtr 1	January	8				1/8/2018 0:00							
"$1,261.81 "	2018	Qtr 1	January	9				1/9/2018 0:00							
"$2,978.47 "	2018	Qtr 1	January	10				1/10/2018 0:00							
"$2,921.43 "	2018	Qtr 1	January	11				1/11/2018 0:00							
"$5,331.18 "	2018	Qtr 1	January	12				1/12/2018 0:00							
"$4,619.33 "	2018	Qtr 1	January	13				1/13/2018 0:00							
$697.34 	2018	Qtr 1	January	14				1/14/2018 0:00							
"$2,140.28 "	2018	Qtr 1	January	15				1/15/2018 0:00							
"$6,230.29 "	2018	Qtr 1	January	16				1/16/2018 0:00							
"$2,013.72 "	2018	Qtr 1	January	19				1/19/2018 0:00							
$767.84 	2018	Qtr 1	January	20				1/20/2018 0:00							
"$2,546.64 "	2018	Qtr 1	January	21				1/21/2018 0:00							
"$4,212.37 "	2018	Qtr 1	January	22				1/22/2018 0:00							
$450.33 	2018	Qtr 1	January	23				1/23/2018 0:00							
$418.67 	2018	Qtr 1	January	24				1/24/2018 0:00							
"$3,055.28 "	2018	Qtr 1	January	26				1/26/2018 0:00							
$331.91 	2018	Qtr 1	January	27				1/27/2018 0:00							
"$1,007.52 "	2018	Qtr 1	January	28				1/28/2018 0:00							
$158.64 	2018	Qtr 1	January	29				1/29/2018 0:00							
"$3,749.34 "	2018	Qtr 1	January	30				1/30/2018 0:00							
"$2,079.55 "	2018	Qtr 1	February	1				2/1/2018 0:00							
$913.35 	2018	Qtr 1	February	2				2/2/2018 0:00							
"$1,450.13 "	2018	Qtr 1	February	3				2/3/2018 0:00							
$822.97 	2018	Qtr 1	February	4				2/4/2018 0:00							
$399.11 	2018	Qtr 1	February	5				2/5/2018 0:00							
$135.71 	2018	Qtr 1	February	6				2/6/2018 0:00							
$169.19 	2018	Qtr 1	February	7				2/7/2018 0:00							
"$8,652.33 "	2018	Qtr 1	February	9				2/9/2018 0:00							
"$5,418.02 "	2018	Qtr 1	February	10				2/10/2018 0:00							
"$6,294.39 "	2018	Qtr 1	February	11				2/11/2018 0:00							
"$9,951.18 "	2018	Qtr 1	February	12				2/12/2018 0:00							
"$1,058.43 "	2018	Qtr 1	February	13				2/13/2018 0:00							
"$1,337.44 "	2018	Qtr 1	February	16				2/16/2018 0:00							
"$2,964.82 "	2018	Qtr 1	February	17				2/17/2018 0:00							
$287.33 	2018	Qtr 1	February	18				2/18/2018 0:00							
"$1,314.59 "	2018	Qtr 1	February	19				2/19/2018 0:00							
"$1,150.29 "	2018	Qtr 1	February	20				2/20/2018 0:00							
$47.90 	2018	Qtr 1	February	21				2/21/2018 0:00							
$117.80 	2018	Qtr 1	February	23				2/23/2018 0:00							
"$1,448.68 "	2018	Qtr 1	February	24				2/24/2018 0:00							
$430.49 	2018	Qtr 1	February	25				2/25/2018 0:00							
"$2,467.51 "	2018	Qtr 1	February	26				2/26/2018 0:00							
$17.62 	2018	Qtr 1	February	28				2/28/2018 0:00							
"$2,070.27 "	2018	Qtr 1	March	1				3/1/2018 0:00							
$922.33 	2018	Qtr 1	March	2				3/2/2018 0:00							
"$2,000.10 "	2018	Qtr 1	March	3				3/3/2018 0:00							
$32.53 	2018	Qtr 1	March	4				3/4/2018 0:00							
"$1,386.35 "	2018	Qtr 1	March	5				3/5/2018 0:00							
"$2,952.04 "	2018	Qtr 1	March	6				3/6/2018 0:00							
"$6,963.40 "	2018	Qtr 1	March	7				3/7/2018 0:00							
$514.83 	2018	Qtr 1	March	8				3/8/2018 0:00							
"$1,595.85 "	2018	Qtr 1	March	9				3/9/2018 0:00							
"$2,504.48 "	2018	Qtr 1	March	10				3/10/2018 0:00							
"$4,536.94 "	2018	Qtr 1	March	11				3/11/2018 0:00							
"$1,403.84 "	2018	Qtr 1	March	12				3/12/2018 0:00							
"$4,791.35 "	2018	Qtr 1	March	13				3/13/2018 0:00							
$49.62 	2018	Qtr 1	March	14				3/14/2018 0:00							
"$2,014.38 "	2018	Qtr 1	March	16				3/16/2018 0:00							
$542.75 	2018	Qtr 1	March	17				3/17/2018 0:00							
"$1,027.76 "	2018	Qtr 1	March	18				3/18/2018 0:00							
"$2,157.31 "	2018	Qtr 1	March	19				3/19/2018 0:00							
$899.57 	2018	Qtr 1	March	20				3/20/2018 0:00							
"$3,332.64 "	2018	Qtr 1	March	21				3/21/2018 0:00							
"$14,816.07 "	2018	Qtr 1	March	23				3/23/2018 0:00							
"$1,257.30 "	2018	Qtr 1	March	24				3/24/2018 0:00							
"$3,567.03 "	2018	Qtr 1	March	25				3/25/2018 0:00							
"$3,252.88 "	2018	Qtr 1	March	26				3/26/2018 0:00							
"$2,933.52 "	2018	Qtr 1	March	27				3/27/2018 0:00							
"$1,504.70 "	2018	Qtr 1	March	28				3/28/2018 0:00							
$81.40 	2018	Qtr 1	March	29				3/29/2018 0:00							
$656.41 	2018	Qtr 1	March	30				3/30/2018 0:00							
"$4,981.01 "	2018	Qtr 1	March	31				3/31/2018 0:00							
$32.67 	2018	Qtr 2	April	2				4/2/2018 0:00							
$228.82 	2018	Qtr 2	April	3				4/3/2018 0:00							
$808.47 	2018	Qtr 2	April	4				4/4/2018 0:00							
"$1,146.25 "	2018	Qtr 2	April	5				4/5/2018 0:00							
$279.41 	2018	Qtr 2	April	6				4/6/2018 0:00							
$20.07 	2018	Qtr 2	April	8				4/8/2018 0:00							
"$5,360.20 "	2018	Qtr 2	April	9				4/9/2018 0:00							
$19.98 	2018	Qtr 2	April	10				4/10/2018 0:00							
"$10,668.10 "	2018	Qtr 2	April	11				4/11/2018 0:00							
"$2,639.64 "	2018	Qtr 2	April	12				4/12/2018 0:00							
"$1,345.82 "	2018	Qtr 2	April	13				4/13/2018 0:00							
$652.93 	2018	Qtr 2	April	14				4/14/2018 0:00							
$332.34 	2018	Qtr 2	April	15				4/15/2018 0:00							
$944.43 	2018	Qtr 2	April	16				4/16/2018 0:00							
"$3,431.46 "	2018	Qtr 2	April	17				4/17/2018 0:00							
"$1,053.61 "	2018	Qtr 2	April	20				4/20/2018 0:00							
"$1,254.56 "	2018	Qtr 2	April	21				4/21/2018 0:00							
$947.69 	2018	Qtr 2	April	22				4/22/2018 0:00							
"$1,199.22 "	2018	Qtr 2	April	23				4/23/2018 0:00							
$928.56 	2018	Qtr 2	April	24				4/24/2018 0:00							
$678.11 	2018	Qtr 2	April	25				4/25/2018 0:00							
$61.61 	2018	Qtr 2	April	26				4/26/2018 0:00							
$576.58 	2018	Qtr 2	April	27				4/27/2018 0:00							
$795.30 	2018	Qtr 2	April	28				4/28/2018 0:00							
"$1,053.26 "	2018	Qtr 2	April	29				4/29/2018 0:00							
"$1,390.13 "	2018	Qtr 2	April	30				4/30/2018 0:00							
"$2,263.01 "	2018	Qtr 2	May	2				5/2/2018 0:00							
"$1,240.02 "	2018	Qtr 2	May	3				5/3/2018 0:00							
$185.12 	2018	Qtr 2	May	5				5/5/2018 0:00							
$491.11 	2018	Qtr 2	May	6				5/6/2018 0:00							
$476.35 	2018	Qtr 2	May	7				5/7/2018 0:00							
$503.68 	2018	Qtr 2	May	8				5/8/2018 0:00							
$327.04 	2018	Qtr 2	May	9				5/9/2018 0:00							
"$6,684.62 "	2018	Qtr 2	May	10				5/10/2018 0:00							
"$2,355.06 "	2018	Qtr 2	May	11				5/11/2018 0:00							
"$1,453.14 "	2018	Qtr 2	May	12				5/12/2018 0:00							
"$3,066.38 "	2018	Qtr 2	May	13				5/13/2018 0:00							
"$4,182.06 "	2018	Qtr 2	May	14				5/14/2018 0:00							
$421.26 	2018	Qtr 2	May	15				5/15/2018 0:00							
$221.02 	2018	Qtr 2	May	16				5/16/2018 0:00							
"$1,830.51 "	2018	Qtr 2	May	18				5/18/2018 0:00							
"$4,919.18 "	2018	Qtr 2	May	19				5/19/2018 0:00							
"$2,997.58 "	2018	Qtr 2	May	20				5/20/2018 0:00							
$538.02 	2018	Qtr 2	May	21				5/21/2018 0:00							
$336.56 	2018	Qtr 2	May	22				5/22/2018 0:00							
$241.44 	2018	Qtr 2	May	23				5/23/2018 0:00							
$886.03 	2018	Qtr 2	May	25				5/25/2018 0:00							
$270.24 	2018	Qtr 2	May	26				5/26/2018 0:00							
"$2,084.91 "	2018	Qtr 2	May	27				5/27/2018 0:00							
"$1,480.10 "	2018	Qtr 2	May	28				5/28/2018 0:00							
$691.11 	2018	Qtr 2	May	29				5/29/2018 0:00							
$736.89 	2018	Qtr 2	May	30				5/30/2018 0:00							
$33.74 	2018	Qtr 2	June	1				6/1/2018 0:00							
$904.35 	2018	Qtr 2	June	2				6/2/2018 0:00							
$778.24 	2018	Qtr 2	June	3				6/3/2018 0:00							
$114.42 	2018	Qtr 2	June	4				6/4/2018 0:00							
"$2,991.40 "	2018	Qtr 2	June	5				6/5/2018 0:00							
$31.35 	2018	Qtr 2	June	6				6/6/2018 0:00							
$380.38 	2018	Qtr 2	June	7				6/7/2018 0:00							
"$1,424.03 "	2018	Qtr 2	June	8				6/8/2018 0:00							
"$1,180.82 "	2018	Qtr 2	June	10				6/10/2018 0:00							
"$4,288.75 "	2018	Qtr 2	June	11				6/11/2018 0:00							
$10.68 	2018	Qtr 2	June	12				6/12/2018 0:00							
"$1,156.02 "	2018	Qtr 2	June	13				6/13/2018 0:00							
"$4,057.51 "	2018	Qtr 2	June	15				6/15/2018 0:00							
"$2,724.19 "	2018	Qtr 2	June	16				6/16/2018 0:00							
"$3,896.67 "	2018	Qtr 2	June	17				6/17/2018 0:00							
"$1,031.16 "	2018	Qtr 2	June	18				6/18/2018 0:00							
"$1,900.19 "	2018	Qtr 2	June	19				6/19/2018 0:00							
"$1,028.23 "	2018	Qtr 2	June	20				6/20/2018 0:00							
$595.66 	2018	Qtr 2	June	21				6/21/2018 0:00							
$579.02 	2018	Qtr 2	June	22				6/22/2018 0:00							
"$1,184.68 "	2018	Qtr 2	June	24				6/24/2018 0:00							
"$1,508.35 "	2018	Qtr 2	June	25				6/25/2018 0:00							
"$4,224.14 "	2018	Qtr 2	June	26				6/26/2018 0:00							
"$1,644.91 "	2018	Qtr 2	June	27				6/27/2018 0:00							
"$4,521.99 "	2018	Qtr 2	June	29				6/29/2018 0:00							
"$4,721.98 "	2018	Qtr 2	June	30				6/30/2018 0:00							
"$3,395.59 "	2018	Qtr 3	July	1				7/1/2018 0:00							
$166.59 	2018	Qtr 3	July	3				7/3/2018 0:00							
"$1,971.29 "	2018	Qtr 3	July	4				7/4/2018 0:00							
"$2,549.47 "	2018	Qtr 3	July	5				7/5/2018 0:00							
"$1,620.25 "	2018	Qtr 3	July	7				7/7/2018 0:00							
"$3,479.62 "	2018	Qtr 3	July	8				7/8/2018 0:00							
"$3,848.57 "	2018	Qtr 3	July	9				7/9/2018 0:00							
"$2,749.21 "	2018	Qtr 3	July	10				7/10/2018 0:00							
"$2,413.38 "	2018	Qtr 3	July	11				7/11/2018 0:00							
"$2,916.51 "	2018	Qtr 3	July	12				7/12/2018 0:00							
$504.54 	2018	Qtr 3	July	13				7/13/2018 0:00							
"$3,598.93 "	2018	Qtr 3	July	14				7/14/2018 0:00							
"$2,132.23 "	2018	Qtr 3	July	15				7/15/2018 0:00							
$74.28 	2018	Qtr 3	July	16				7/16/2018 0:00							
"$2,191.87 "	2018	Qtr 3	July	17				7/17/2018 0:00							
"$2,106.79 "	2018	Qtr 3	July	18				7/18/2018 0:00							
"$2,283.21 "	2018	Qtr 3	July	20				7/20/2018 0:00							
"$3,683.83 "	2018	Qtr 3	July	21				7/21/2018 0:00							
$556.31 	2018	Qtr 3	July	22				7/22/2018 0:00							
$898.19 	2018	Qtr 3	July	23				7/23/2018 0:00							
"$2,399.96 "	2018	Qtr 3	July	24				7/24/2018 0:00							
$798.74 	2018	Qtr 3	July	25				7/25/2018 0:00							
"$2,012.30 "	2018	Qtr 3	July	26				7/26/2018 0:00							
$947.83 	2018	Qtr 3	July	27				7/27/2018 0:00							
"$1,170.56 "	2018	Qtr 3	July	28				7/28/2018 0:00							
"$1,391.29 "	2018	Qtr 3	July	29				7/29/2018 0:00							
$523.38 	2018	Qtr 3	July	30				7/30/2018 0:00							
"$1,558.03 "	2018	Qtr 3	July	31				7/31/2018 0:00							
$892.98 	2018	Qtr 3	August	1				8/1/2018 0:00							
$843.10 	2018	Qtr 3	August	3				8/3/2018 0:00							
"$6,401.93 "	2018	Qtr 3	August	4				8/4/2018 0:00							
"$3,658.55 "	2018	Qtr 3	August	5				8/5/2018 0:00							
"$2,227.04 "	2018	Qtr 3	August	6				8/6/2018 0:00							
"$1,980.26 "	2018	Qtr 3	August	7				8/7/2018 0:00							
"$2,184.33 "	2018	Qtr 3	August	9				8/9/2018 0:00							
$608.36 	2018	Qtr 3	August	10				8/10/2018 0:00							
$384.10 	2018	Qtr 3	August	11				8/11/2018 0:00							
"$7,643.04 "	2018	Qtr 3	August	12				8/12/2018 0:00							
"$2,643.16 "	2018	Qtr 3	August	13				8/13/2018 0:00							
$440.74 	2018	Qtr 3	August	14				8/14/2018 0:00							
"$1,949.87 "	2018	Qtr 3	August	15				8/15/2018 0:00							
$80.56 	2018	Qtr 3	August	16				8/16/2018 0:00							
"$9,517.29 "	2018	Qtr 3	August	17				8/17/2018 0:00							
"$7,078.48 "	2018	Qtr 3	August	18				8/18/2018 0:00							
$512.45 	2018	Qtr 3	August	19				8/19/2018 0:00							
$692.95 	2018	Qtr 3	August	20				8/20/2018 0:00							
"$8,284.53 "	2018	Qtr 3	August	21				8/21/2018 0:00							
$524.54 	2018	Qtr 3	August	22				8/22/2018 0:00							
"$4,590.34 "	2018	Qtr 3	August	23				8/23/2018 0:00							
$685.06 	2018	Qtr 3	August	24				8/24/2018 0:00							
$361.99 	2018	Qtr 3	August	25				8/25/2018 0:00							
$190.66 	2018	Qtr 3	August	26				8/26/2018 0:00							
"$6,190.54 "	2018	Qtr 3	August	27				8/27/2018 0:00							
"$1,443.63 "	2018	Qtr 3	August	28				8/28/2018 0:00							
$235.47 	2018	Qtr 3	August	29				8/29/2018 0:00							
"$3,162.83 "	2018	Qtr 3	August	31				8/31/2018 0:00							
$274.49 	2018	Qtr 3	September	1				9/1/2018 0:00							
$773.76 	2018	Qtr 3	September	2				9/2/2018 0:00							
$710.80 	2018	Qtr 3	September	3				9/3/2018 0:00							
"$1,626.71 "	2018	Qtr 3	September	4				9/4/2018 0:00							
"$1,078.22 "	2018	Qtr 3	September	5				9/5/2018 0:00							
$939.13 	2018	Qtr 3	September	6				9/6/2018 0:00							
"$1,671.21 "	2018	Qtr 3	September	7				9/7/2018 0:00							
"$4,356.06 "	2018	Qtr 3	September	9				9/9/2018 0:00							
"$1,496.59 "	2018	Qtr 3	September	10				9/10/2018 0:00							
"$4,751.49 "	2018	Qtr 3	September	11				9/11/2018 0:00							
"$5,470.39 "	2018	Qtr 3	September	12				9/12/2018 0:00							
$15.92 	2018	Qtr 3	September	13				9/13/2018 0:00							
"$3,471.40 "	2018	Qtr 3	September	14				9/14/2018 0:00							
"$7,285.03 "	2018	Qtr 3	September	15				9/15/2018 0:00							
$831.65 	2018	Qtr 3	September	16				9/16/2018 0:00							
"$4,979.23 "	2018	Qtr 3	September	17				9/17/2018 0:00							
"$1,511.93 "	2018	Qtr 3	September	18				9/18/2018 0:00							
"$1,648.19 "	2018	Qtr 3	September	19				9/19/2018 0:00							
"$7,359.92 "	2018	Qtr 3	September	20				9/20/2018 0:00							
$338.17 	2018	Qtr 3	September	21				9/21/2018 0:00							
"$7,871.21 "	2018	Qtr 3	September	22				9/22/2018 0:00							
"$2,395.79 "	2018	Qtr 3	September	23				9/23/2018 0:00							
"$6,450.46 "	2018	Qtr 3	September	24				9/24/2018 0:00							
"$1,412.21 "	2018	Qtr 3	September	25				9/25/2018 0:00							
"$1,486.58 "	2018	Qtr 3	September	26				9/26/2018 0:00							
$559.27 	2018	Qtr 3	September	28				9/28/2018 0:00							
"$1,846.78 "	2018	Qtr 3	September	29				9/29/2018 0:00							
$540.76 	2018	Qtr 3	September	30				9/30/2018 0:00							
$227.10 	2018	Qtr 4	October	2				10/2/2018 0:00							
"$1,252.95 "	2018	Qtr 4	October	3				10/3/2018 0:00							
$755.53 	2018	Qtr 4	October	4				10/4/2018 0:00							
"$2,513.34 "	2018	Qtr 4	October	6				10/6/2018 0:00							
$359.21 	2018	Qtr 4	October	7				10/7/2018 0:00							
"$1,823.07 "	2018	Qtr 4	October	8				10/8/2018 0:00							
"$2,506.65 "	2018	Qtr 4	October	9				10/9/2018 0:00							
$239.36 	2018	Qtr 4	October	10				10/10/2018 0:00							
"$4,007.55 "	2018	Qtr 4	October	11				10/11/2018 0:00							
"$3,873.56 "	2018	Qtr 4	October	12				10/12/2018 0:00							
"$8,405.80 "	2018	Qtr 4	October	13				10/13/2018 0:00							
$134.33 	2018	Qtr 4	October	14				10/14/2018 0:00							
"$1,017.94 "	2018	Qtr 4	October	15				10/15/2018 0:00							
"$3,473.60 "	2018	Qtr 4	October	16				10/16/2018 0:00							
$126.35 	2018	Qtr 4	October	17				10/17/2018 0:00							
"$2,781.87 "	2018	Qtr 4	October	19				10/19/2018 0:00							
"$1,333.86 "	2018	Qtr 4	October	20				10/20/2018 0:00							
"$4,537.20 "	2018	Qtr 4	October	21				10/21/2018 0:00							
"$15,158.88 "	2018	Qtr 4	October	22				10/22/2018 0:00							
"$3,352.39 "	2018	Qtr 4	October	23				10/23/2018 0:00							
$529.09 	2018	Qtr 4	October	24				10/24/2018 0:00							
$999.87 	2018	Qtr 4	October	26				10/26/2018 0:00							
"$1,086.32 "	2018	Qtr 4	October	27				10/27/2018 0:00							
$408.73 	2018	Qtr 4	October	28				10/28/2018 0:00							
$46.96 	2018	Qtr 4	October	29				10/29/2018 0:00							
"$4,025.73 "	2018	Qtr 4	October	30				10/30/2018 0:00							
$523.93 	2018	Qtr 4	October	31				10/31/2018 0:00							
"$1,241.52 "	2018	Qtr 4	November	2				11/2/2018 0:00							
"$1,973.71 "	2018	Qtr 4	November	3				11/3/2018 0:00							
$319.81 	2018	Qtr 4	November	4				11/4/2018 0:00							
$449.47 	2018	Qtr 4	November	5				11/5/2018 0:00							
"$1,580.89 "	2018	Qtr 4	November	6				11/6/2018 0:00							
"$1,728.89 "	2018	Qtr 4	November	7				11/7/2018 0:00							
$708.73 	2018	Qtr 4	November	8				11/8/2018 0:00							
"$5,564.01 "	2018	Qtr 4	November	9				11/9/2018 0:00							
"$1,815.22 "	2018	Qtr 4	November	11				11/11/2018 0:00							
"$2,025.04 "	2018	Qtr 4	November	12				11/12/2018 0:00							
"$6,633.42 "	2018	Qtr 4	November	13				11/13/2018 0:00							
$834.66 	2018	Qtr 4	November	14				11/14/2018 0:00							
$559.20 	2018	Qtr 4	November	15				11/15/2018 0:00							
"$4,755.23 "	2018	Qtr 4	November	16				11/16/2018 0:00							
"$13,408.79 "	2018	Qtr 4	November	17				11/17/2018 0:00							
"$1,469.76 "	2018	Qtr 4	November	18				11/18/2018 0:00							
"$7,397.27 "	2018	Qtr 4	November	19				11/19/2018 0:00							
"$2,988.27 "	2018	Qtr 4	November	20				11/20/2018 0:00							
"$2,236.18 "	2018	Qtr 4	November	21				11/21/2018 0:00							
$35.71 	2018	Qtr 4	November	22				11/22/2018 0:00							
"$1,153.11 "	2018	Qtr 4	November	23				11/23/2018 0:00							
"$4,736.06 "	2018	Qtr 4	November	24				11/24/2018 0:00							
"$3,666.16 "	2018	Qtr 4	November	25				11/25/2018 0:00							
"$5,048.17 "	2018	Qtr 4	November	26				11/26/2018 0:00							
"$1,618.25 "	2018	Qtr 4	November	27				11/27/2018 0:00							
"$6,912.94 "	2018	Qtr 4	November	28				11/28/2018 0:00							
$491.89 	2018	Qtr 4	November	29				11/29/2018 0:00							
"$6,645.28 "	2018	Qtr 4	November	30				11/30/2018 0:00							
$848.52 	2018	Qtr 4	December	1				12/1/2018 0:00							
$353.28 	2018	Qtr 4	December	3				12/3/2018 0:00							
$69.66 	2018	Qtr 4	December	4				12/4/2018 0:00							
$970.38 	2018	Qtr 4	December	5				12/5/2018 0:00							
"$1,679.97 "	2018	Qtr 4	December	6				12/6/2018 0:00							
$3.82 	2018	Qtr 4	December	7				12/7/2018 0:00							
"$3,693.08 "	2018	Qtr 4	December	8				12/8/2018 0:00							
$491.55 	2018	Qtr 4	December	9				12/9/2018 0:00							
"$5,625.39 "	2018	Qtr 4	December	10				12/10/2018 0:00							
"$2,911.39 "	2018	Qtr 4	December	11				12/11/2018 0:00							
$580.94 	2018	Qtr 4	December	13				12/13/2018 0:00							
"$3,897.71 "	2018	Qtr 4	December	14				12/14/2018 0:00							
$306.89 	2018	Qtr 4	December	15				12/15/2018 0:00							
$858.70 	2018	Qtr 4	December	16				12/16/2018 0:00							
"$2,027.76 "	2018	Qtr 4	December	17				12/17/2018 0:00							
"$3,645.91 "	2018	Qtr 4	December	18				12/18/2018 0:00							
"$1,895.93 "	2018	Qtr 4	December	19				12/19/2018 0:00							
$377.74 	2018	Qtr 4	December	20				12/20/2018 0:00							
"$2,140.94 "	2018	Qtr 4	December	21				12/21/2018 0:00							
"$7,442.02 "	2018	Qtr 4	December	22				12/22/2018 0:00							
"$1,926.78 "	2018	Qtr 4	December	23				12/23/2018 0:00							
"$6,233.05 "	2018	Qtr 4	December	24				12/24/2018 0:00							
"$2,698.93 "	2018	Qtr 4	December	25				12/25/2018 0:00							
